task_id,phase,phase_name,priority,title,description,dependencies,requirement_ids,deliverable,acceptance_test,status,owner,notes
P12-T008,P12,CNN receipt-tampering classifier,P0,Export a `,"Export a `.keras` artifact, compute hash and register preprocessing/model metadata.",P10,"FR-ML-001,FR-ML-003,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007",Reproducible CNN training/evaluation pipeline; Versioned image-model artifact and card; CNN inference service; CPU performance report; Safe unavailable-model behaviour,"Training/test group separation asserted; Preprocessing parity between training and inference; Artifact hash/version check; Corrupt/unsupported image returns controlled error; Inference latency recorded on target container; Absent model produces PARTIAL, not fabricated probability",Not Started,Codex,
P12-T009,P12,CNN receipt-tampering classifier,P0,Implement inference with deterministic preprocessing and safe fallback when the artifact is absent or incompatible,Implement inference with deterministic preprocessing and safe fallback when the artifact is absent or incompatible.,P10,"FR-ML-001,FR-ML-003,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007",Reproducible CNN training/evaluation pipeline; Versioned image-model artifact and card; CNN inference service; CPU performance report; Safe unavailable-model behaviour,"Training/test group separation asserted; Preprocessing parity between training and inference; Artifact hash/version check; Corrupt/unsupported image returns controlled error; Inference latency recorded on target container; Absent model produces PARTIAL, not fabricated probability",Not Started,Codex,
P12-T010,P12,CNN receipt-tampering classifier,P0,"Create optional investigator heatmap/attention diagnostic only as a supporting visual, not proof of manipulation","Create optional investigator heatmap/attention diagnostic only as a supporting visual, not proof of manipulation.",P10,"FR-ML-001,FR-ML-003,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007",Reproducible CNN training/evaluation pipeline; Versioned image-model artifact and card; CNN inference service; CPU performance report; Safe unavailable-model behaviour,"Training/test group separation asserted; Preprocessing parity between training and inference; Artifact hash/version check; Corrupt/unsupported image returns controlled error; Inference latency recorded on target container; Absent model produces PARTIAL, not fabricated probability",Not Started,Codex,
P12-T011,P12,CNN receipt-tampering classifier,P0,Add performance measurement for CPU inference in the deployment container,Add performance measurement for CPU inference in the deployment container.,P10,"FR-ML-001,FR-ML-003,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007",Reproducible CNN training/evaluation pipeline; Versioned image-model artifact and card; CNN inference service; CPU performance report; Safe unavailable-model behaviour,"Training/test group separation asserted; Preprocessing parity between training and inference; Artifact hash/version check; Corrupt/unsupported image returns controlled error; Inference latency recorded on target container; Absent model produces PARTIAL, not fabricated probability",Not Started,Codex,
P13-T001,P13,"End-to-end analysis orchestration, rules and risk aggregation",P0,Implement `AnalysisOrchestrator` with validated state transitions and idempotent analysis requests,Implement `AnalysisOrchestrator` with validated state transitions and idempotent analysis requests.,"P07,P08,P09,P11,P12","FR-RISK-001,FR-RISK-002,FR-RISK-003,FR-RISK-004,FR-RISK-005,FR-RISK-006,FR-RISK-007,FR-VER-007,NFR-AUD-001,NFR-PERF-002",Analysis orchestrator; Versioned risk aggregation; Persisted analysis-run evidence; Mobile progress/result/evidence views; End-to-end golden tests,Idempotent retry does not duplicate a completed result; All component versions and timings are persisted; Risk and verification fields remain separate; Threshold boundaries tested; Subsystem failure produces PARTIAL with retained evidence; Reason codes match underlying evidence; Ownership and role access enforced,Not Started,Codex,
P13-T002,P13,"End-to-end analysis orchestration, rules and risk aggregation",P0,"Snapshot corrected OCR fields, parser/template versions, feature schema, rule set, model versions and thresholds at anal","Snapshot corrected OCR fields, parser/template versions, feature schema, rule set, model versions and thresholds at analysis start.","P07,P08,P09,P11,P12","FR-RISK-001,FR-RISK-002,FR-RISK-003,FR-RISK-004,FR-RISK-005,FR-RISK-006,FR-RISK-007,FR-VER-007,NFR-AUD-001,NFR-PERF-002",Analysis orchestrator; Versioned risk aggregation; Persisted analysis-run evidence; Mobile progress/result/evidence views; End-to-end golden tests,Idempotent retry does not duplicate a completed result; All component versions and timings are persisted; Risk and verification fields remain separate; Threshold boundaries tested; Subsystem failure produces PARTIAL with retained evidence; Reason codes match underlying evidence; Ownership and role access enforced,Not Started,Codex,
P13-T003,P13,"End-to-end analysis orchestration, rules and risk aggregation",P0,"Run verification, deterministic image analysis, CNN inference and structured-model inference through typed service inter","Run verification, deterministic image analysis, CNN inference and structured-model inference through typed service interfaces.","P07,P08,P09,P11,P12","FR-RISK-001,FR-RISK-002,FR-RISK-003,FR-RISK-004,FR-RISK-005,FR-RISK-006,FR-RISK-007,FR-VER-007,NFR-AUD-001,NFR-PERF-002",Analysis orchestrator; Versioned risk aggregation; Persisted analysis-run evidence; Mobile progress/result/evidence views; End-to-end golden tests,Idempotent retry does not duplicate a completed result; All component versions and timings are persisted; Risk and verification fields remain separate; Threshold boundaries tested; Subsystem failure produces PARTIAL with retained evidence; Reason codes match underlying evidence; Ownership and role access enforced,Not Started,Codex,
P13-T004,P13,"End-to-end analysis orchestration, rules and risk aggregation",P0,Persist subsystem start/end/error status and timings,Persist subsystem start/end/error status and timings. A subsystem failure must not destroy successful evidence.,"P07,P08,P09,P11,P12","FR-RISK-001,FR-RISK-002,FR-RISK-003,FR-RISK-004,FR-RISK-005,FR-RISK-006,FR-RISK-007,FR-VER-007,NFR-AUD-001,NFR-PERF-002",Analysis orchestrator; Versioned risk aggregation; Persisted analysis-run evidence; Mobile progress/result/evidence views; End-to-end golden tests,Idempotent retry does not duplicate a completed result; All component versions and timings are persisted; Risk and verification fields remain separate; Threshold boundaries tested; Subsystem failure produces PARTIAL with retained evidence; Reason codes match underlying evidence; Ownership and role access enforced,Not Started,Codex,
P13-T005,P13,"End-to-end analysis orchestration, rules and risk aggregation",P0,Implement the preliminary configurable score `R = 100 * (0,Implement the preliminary configurable score `R = 100 * (0.40*p_img + 0.40*p_ml + 0.20*p_rule)` while preserving the raw components.,"P07,P08,P09,P11,P12","FR-RISK-001,FR-RISK-002,FR-RISK-003,FR-RISK-004,FR-RISK-005,FR-RISK-006,FR-RISK-007,FR-VER-007,NFR-AUD-001,NFR-PERF-002",Analysis orchestrator; Versioned risk aggregation; Persisted analysis-run evidence; Mobile progress/result/evidence views; End-to-end golden tests,Idempotent retry does not duplicate a completed result; All component versions and timings are persisted; Risk and verification fields remain separate; Threshold boundaries tested; Subsystem failure produces PARTIAL with retained evidence; Reason codes match underlying evidence; Ownership and role access enforced,Not Started,Codex,
P13-T006,P13,"End-to-end analysis orchestration, rules and risk aggregation",P0,"Calibrate and store thresholds; initial defaults may be `GENUINE < 35`, `SUSPICIOUS 35–69","Calibrate and store thresholds; initial defaults may be `GENUINE < 35`, `SUSPICIOUS 35–69.99`, `FRAUDULENT >= 70` only until validated.","P07,P08,P09,P11,P12","FR-RISK-001,FR-RISK-002,FR-RISK-003,FR-RISK-004,FR-RISK-005,FR-RISK-006,FR-RISK-007,FR-VER-007,NFR-AUD-001,NFR-PERF-002",Analysis orchestrator; Versioned risk aggregation; Persisted analysis-run evidence; Mobile progress/result/evidence views; End-to-end golden tests,Idempotent retry does not duplicate a completed result; All component versions and timings are persisted; Risk and verification fields remain separate; Threshold boundaries tested; Subsystem failure produces PARTIAL with retained evidence; Reason codes match underlying evidence; Ownership and role access enforced,Not Started,Codex,
P13-T007,P13,"End-to-end analysis orchestration, rules and risk aggregation",P0,Define rule probability/severity mapping and ensure no circular feature leakage from the final label,Define rule probability/severity mapping and ensure no circular feature leakage from the final label.,"P07,P08,P09,P11,P12","FR-RISK-001,FR-RISK-002,FR-RISK-003,FR-RISK-004,FR-RISK-005,FR-RISK-006,FR-RISK-007,FR-VER-007,NFR-AUD-001,NFR-PERF-002",Analysis orchestrator; Versioned risk aggregation; Persisted analysis-run evidence; Mobile progress/result/evidence views; End-to-end golden tests,Idempotent retry does not duplicate a completed result; All component versions and timings are persisted; Risk and verification fields remain separate; Threshold boundaries tested; Subsystem failure produces PARTIAL with retained evidence; Reason codes match underlying evidence; Ownership and role access enforced,Not Started,Codex,
P13-T008,P13,"End-to-end analysis orchestration, rules and risk aggregation",P0,Create top reason-code selection and plain-language explanations,Create top reason-code selection and plain-language explanations.,"P07,P08,P09,P11,P12","FR-RISK-001,FR-RISK-002,FR-RISK-003,FR-RISK-004,FR-RISK-005,FR-RISK-006,FR-RISK-007,FR-VER-007,NFR-AUD-001,NFR-PERF-002",Analysis orchestrator; Versioned risk aggregation; Persisted analysis-run evidence; Mobile progress/result/evidence views; End-to-end golden tests,Idempotent retry does not duplicate a completed result; All component versions and timings are persisted; Risk and verification fields remain separate; Threshold boundaries tested; Subsystem failure produces PARTIAL with retained evidence; Reason codes match underlying evidence; Ownership and role access enforced,Not Started,Codex,
P13-T009,P13,"End-to-end analysis orchestration, rules and risk aggregation",P0,"Display verification separately, but allow a critical mismatch/reuse rule to contribute explicitly to fraud risk","Display verification separately, but allow a critical mismatch/reuse rule to contribute explicitly to fraud risk.","P07,P08,P09,P11,P12","FR-RISK-001,FR-RISK-002,FR-RISK-003,FR-RISK-004,FR-RISK-005,FR-RISK-006,FR-RISK-007,FR-VER-007,NFR-AUD-001,NFR-PERF-002",Analysis orchestrator; Versioned risk aggregation; Persisted analysis-run evidence; Mobile progress/result/evidence views; End-to-end golden tests,Idempotent retry does not duplicate a completed result; All component versions and timings are persisted; Risk and verification fields remain separate; Threshold boundaries tested; Subsystem failure produces PARTIAL with retained evidence; Reason codes match underlying evidence; Ownership and role access enforced,Not Started,Codex,
P13-T010,P13,"End-to-end analysis orchestration, rules and risk aggregation",P0,Return `PARTIAL` when required components are unavailable,Return `PARTIAL` when required components are unavailable. Use conservative messaging for insufficient evidence.,"P07,P08,P09,P11,P12","FR-RISK-001,FR-RISK-002,FR-RISK-003,FR-RISK-004,FR-RISK-005,FR-RISK-006,FR-RISK-007,FR-VER-007,NFR-AUD-001,NFR-PERF-002",Analysis orchestrator; Versioned risk aggregation; Persisted analysis-run evidence; Mobile progress/result/evidence views; End-to-end golden tests,Idempotent retry does not duplicate a completed result; All component versions and timings are persisted; Risk and verification fields remain separate; Threshold boundaries tested; Subsystem failure produces PARTIAL with retained evidence; Reason codes match underlying evidence; Ownership and role access enforced,Not Started,Codex,
P13-T011,P13,"End-to-end analysis orchestration, rules and risk aggregation",P0,Add full analysis API and mobile progress/result screens,Add full analysis API and mobile progress/result screens.,"P07,P08,P09,P11,P12","FR-RISK-001,FR-RISK-002,FR-RISK-003,FR-RISK-004,FR-RISK-005,FR-RISK-006,FR-RISK-007,FR-VER-007,NFR-AUD-001,NFR-PERF-002",Analysis orchestrator; Versioned risk aggregation; Persisted analysis-run evidence; Mobile progress/result/evidence views; End-to-end golden tests,Idempotent retry does not duplicate a completed result; All component versions and timings are persisted; Risk and verification fields remain separate; Threshold boundaries tested; Subsystem failure produces PARTIAL with retained evidence; Reason codes match underlying evidence; Ownership and role access enforced,Not Started,Codex,
P13-T012,P13,"End-to-end analysis orchestration, rules and risk aggregation",P0,"Create golden end-to-end fixtures for low-risk, suspicious, fraudulent, verified, unverified, mismatch and partial outco","Create golden end-to-end fixtures for low-risk, suspicious, fraudulent, verified, unverified, mismatch and partial outcomes.","P07,P08,P09,P11,P12","FR-RISK-001,FR-RISK-002,FR-RISK-003,FR-RISK-004,FR-RISK-005,FR-RISK-006,FR-RISK-007,FR-VER-007,NFR-AUD-001,NFR-PERF-002",Analysis orchestrator; Versioned risk aggregation; Persisted analysis-run evidence; Mobile progress/result/evidence views; End-to-end golden tests,Idempotent retry does not duplicate a completed result; All component versions and timings are persisted; Risk and verification fields remain separate; Threshold boundaries tested; Subsystem failure produces PARTIAL with retained evidence; Reason codes match underlying evidence; Ownership and role access enforced,Not Started,Codex,
P14-T001,P14,"History, search, downloadable reports and notifications",P1,"Implement paginated user transaction history with date, provider, risk, verification and status filters","Implement paginated user transaction history with date, provider, risk, verification and status filters.",P13,"FR-HIST-001,FR-HIST-002,FR-HIST-003,FR-HIST-004,FR-HIST-005,FR-HIST-006",History/search API and UI; Persisted detail reconstruction; Downloadable analysis summary; In-app notifications; Audit coverage,Pagination/filter combinations correct; Users cannot download another user's report; Historical detail remains stable after model activation changes; PDF/report masks configured fields; Notification read/unread and deep links work; External adapter failure does not lose in-app notification,Not Started,Codex,
P14-T002,P14,"History, search, downloadable reports and notifications",P1,Implement transaction detail that reconstructs result from persisted evidence rather than rerunning models,Implement transaction detail that reconstructs result from persisted evidence rather than rerunning models.,P13,"FR-HIST-001,FR-HIST-002,FR-HIST-003,FR-HIST-004,FR-HIST-005,FR-HIST-006",History/search API and UI; Persisted detail reconstruction; Downloadable analysis summary; In-app notifications; Audit coverage,Pagination/filter combinations correct; Users cannot download another user's report; Historical detail remains stable after model activation changes; PDF/report masks configured fields; Notification read/unread and deep links work; External adapter failure does not lose in-app notification,Not Started,Codex,
P14-T003,P14,"History, search, downloadable reports and notifications",P1,"Create a server-generated analysis summary PDF or equivalent downloadable report containing masked identifying data, res","Create a server-generated analysis summary PDF or equivalent downloadable report containing masked identifying data, result, reasons, verification comparisons, model/rule versions and disclaimer.",P13,"FR-HIST-001,FR-HIST-002,FR-HIST-003,FR-HIST-004,FR-HIST-005,FR-HIST-006",History/search API and UI; Persisted detail reconstruction; Downloadable analysis summary; In-app notifications; Audit coverage,Pagination/filter combinations correct; Users cannot download another user's report; Historical detail remains stable after model activation changes; PDF/report masks configured fields; Notification read/unread and deep links work; External adapter failure does not lose in-app notification,Not Started,Codex,
P14-T004,P14,"History, search, downloadable reports and notifications",P1,Authorise every report download; use a short-lived generated file or streamed response,Authorise every report download; use a short-lived generated file or streamed response.,P13,"FR-HIST-001,FR-HIST-002,FR-HIST-003,FR-HIST-004,FR-HIST-005,FR-HIST-006",History/search API and UI; Persisted detail reconstruction; Downloadable analysis summary; In-app notifications; Audit coverage,Pagination/filter combinations correct; Users cannot download another user's report; Historical detail remains stable after model activation changes; PDF/report masks configured fields; Notification read/unread and deep links work; External adapter failure does not lose in-app notification,Not Started,Codex,
P14-T005,P14,"History, search, downloadable reports and notifications",P1,"Implement in-app notification records for analysis completion, high-risk results and case-status changes","Implement in-app notification records for analysis completion, high-risk results and case-status changes.",P13,"FR-HIST-001,FR-HIST-002,FR-HIST-003,FR-HIST-004,FR-HIST-005,FR-HIST-006",History/search API and UI; Persisted detail reconstruction; Downloadable analysis summary; In-app notifications; Audit coverage,Pagination/filter combinations correct; Users cannot download another user's report; Historical detail remains stable after model activation changes; PDF/report masks configured fields; Notification read/unread and deep links work; External adapter failure does not lose in-app notification,Not Started,Codex,
P14-T006,P14,"History, search, downloadable reports and notifications",P1,"Implement notification list, unread count, mark-read and deep link to the relevant transaction/case","Implement notification list, unread count, mark-read and deep link to the relevant transaction/case.",P13,"FR-HIST-001,FR-HIST-002,FR-HIST-003,FR-HIST-004,FR-HIST-005,FR-HIST-006",History/search API and UI; Persisted detail reconstruction; Downloadable analysis summary; In-app notifications; Audit coverage,Pagination/filter combinations correct; Users cannot download another user's report; Historical detail remains stable after model activation changes; PDF/report masks configured fields; Notification read/unread and deep links work; External adapter failure does not lose in-app notification,Not Started,Codex,
P14-T007,P14,"History, search, downloadable reports and notifications",P1,Add optional notification-delivery adapter interface; keep external push/email disabled when credentials are absent,Add optional notification-delivery adapter interface; keep external push/email disabled when credentials are absent.,P13,"FR-HIST-001,FR-HIST-002,FR-HIST-003,FR-HIST-004,FR-HIST-005,FR-HIST-006",History/search API and UI; Persisted detail reconstruction; Downloadable analysis summary; In-app notifications; Audit coverage,Pagination/filter combinations correct; Users cannot download another user's report; Historical detail remains stable after model activation changes; PDF/report masks configured fields; Notification read/unread and deep links work; External adapter failure does not lose in-app notification,Not Started,Codex,
P14-T008,P14,"History, search, downloadable reports and notifications",P1,"Create mobile History, Transaction Detail, Report, Notifications and notification-settings screens","Create mobile History, Transaction Detail, Report, Notifications and notification-settings screens.",P13,"FR-HIST-001,FR-HIST-002,FR-HIST-003,FR-HIST-004,FR-HIST-005,FR-HIST-006",History/search API and UI; Persisted detail reconstruction; Downloadable analysis summary; In-app notifications; Audit coverage,Pagination/filter combinations correct; Users cannot download another user's report; Historical detail remains stable after model activation changes; PDF/report masks configured fields; Notification read/unread and deep links work; External adapter failure does not lose in-app notification,Not Started,Codex,
P14-T009,P14,"History, search, downloadable reports and notifications",P1,Add retention and regeneration rules for downloadable reports,Add retention and regeneration rules for downloadable reports.,P13,"FR-HIST-001,FR-HIST-002,FR-HIST-003,FR-HIST-004,FR-HIST-005,FR-HIST-006",History/search API and UI; Persisted detail reconstruction; Downloadable analysis summary; In-app notifications; Audit coverage,Pagination/filter combinations correct; Users cannot download another user's report; Historical detail remains stable after model activation changes; PDF/report masks configured fields; Notification read/unread and deep links work; External adapter failure does not lose in-app notification,Not Started,Codex,
P14-T010,P14,"History, search, downloadable reports and notifications",P1,Audit report generation/download and notification-delivery state changes,Audit report generation/download and notification-delivery state changes.,P13,"FR-HIST-001,FR-HIST-002,FR-HIST-003,FR-HIST-004,FR-HIST-005,FR-HIST-006",History/search API and UI; Persisted detail reconstruction; Downloadable analysis summary; In-app notifications; Audit coverage,Pagination/filter combinations correct; Users cannot download another user's report; Historical detail remains stable after model activation changes; PDF/report masks configured fields; Notification read/unread and deep links work; External adapter failure does not lose in-app notification,Not Started,Codex,
P15-T001,P15,"Fraud reporting, investigation and governance administration",P1,"Implement user suspicious-transaction report creation with category, description and linked transaction","Implement user suspicious-transaction report creation with category, description and linked transaction.","P05,P13","FR-CASE-001,FR-CASE-002,FR-CASE-003,FR-CASE-004,FR-CASE-005,FR-CASE-006,FR-ADM-001,FR-ADM-002,FR-ADM-003,FR-ADM-004",User report workflow; Investigator case queue/detail/decision; Admin registries and user management; Model/rule activation controls; Case reports and timelines,Decision requires reason and valid state; Automated result remains unchanged after decision; Duplicate case creation prevented; Investigator cannot access admin-only configuration; Last active administrator cannot be accidentally removed; Model/rule rollback produces audited version change,Not Started,Codex,
P15-T002,P15,"Fraud reporting, investigation and governance administration",P1,Automatically create or queue cases for configured high-risk outcomes without duplicating a user report,Automatically create or queue cases for configured high-risk outcomes without duplicating a user report.,"P05,P13","FR-CASE-001,FR-CASE-002,FR-CASE-003,FR-CASE-004,FR-CASE-005,FR-CASE-006,FR-ADM-001,FR-ADM-002,FR-ADM-003,FR-ADM-004",User report workflow; Investigator case queue/detail/decision; Admin registries and user management; Model/rule activation controls; Case reports and timelines,Decision requires reason and valid state; Automated result remains unchanged after decision; Duplicate case creation prevented; Investigator cannot access admin-only configuration; Last active administrator cannot be accidentally removed; Model/rule rollback produces audited version change,Not Started,Codex,
P15-T003,P15,"Fraud reporting, investigation and governance administration",P1,"Implement case assignment, status transitions, notes and reasoned confirm/dismiss/escalate decisions","Implement case assignment, status transitions, notes and reasoned confirm/dismiss/escalate decisions.","P05,P13","FR-CASE-001,FR-CASE-002,FR-CASE-003,FR-CASE-004,FR-CASE-005,FR-CASE-006,FR-ADM-001,FR-ADM-002,FR-ADM-003,FR-ADM-004",User report workflow; Investigator case queue/detail/decision; Admin registries and user management; Model/rule activation controls; Case reports and timelines,Decision requires reason and valid state; Automated result remains unchanged after decision; Duplicate case creation prevented; Investigator cannot access admin-only configuration; Last active administrator cannot be accidentally removed; Model/rule rollback produces audited version change,Not Started,Codex,
P15-T004,P15,"Fraud reporting, investigation and governance administration",P1,Keep human decision fields separate from automated risk and verification records,Keep human decision fields separate from automated risk and verification records.,"P05,P13","FR-CASE-001,FR-CASE-002,FR-CASE-003,FR-CASE-004,FR-CASE-005,FR-CASE-006,FR-ADM-001,FR-ADM-002,FR-ADM-003,FR-ADM-004",User report workflow; Investigator case queue/detail/decision; Admin registries and user management; Model/rule activation controls; Case reports and timelines,Decision requires reason and valid state; Automated result remains unchanged after decision; Duplicate case creation prevented; Investigator cannot access admin-only configuration; Last active administrator cannot be accidentally removed; Model/rule rollback produces audited version change,Not Started,Codex,
P15-T005,P15,"Fraud reporting, investigation and governance administration",P1,"Implement investigator Case Queue and Case Detail with private original/derived evidence, OCR comparison, model/rule evi","Implement investigator Case Queue and Case Detail with private original/derived evidence, OCR comparison, model/rule evidence, verification comparison and timeline.","P05,P13","FR-CASE-001,FR-CASE-002,FR-CASE-003,FR-CASE-004,FR-CASE-005,FR-CASE-006,FR-ADM-001,FR-ADM-002,FR-ADM-003,FR-ADM-004",User report workflow; Investigator case queue/detail/decision; Admin registries and user management; Model/rule activation controls; Case reports and timelines,Decision requires reason and valid state; Automated result remains unchanged after decision; Duplicate case creation prevented; Investigator cannot access admin-only configuration; Last active administrator cannot be accidentally removed; Model/rule rollback produces audited version change,Not Started,Codex,
P15-T006,P15,"Fraud reporting, investigation and governance administration",P1,Implement administrator user/role management with last-admin safeguards and audited role changes,Implement administrator user/role management with last-admin safeguards and audited role changes.,"P05,P13","FR-CASE-001,FR-CASE-002,FR-CASE-003,FR-CASE-004,FR-CASE-005,FR-CASE-006,FR-ADM-001,FR-ADM-002,FR-ADM-003,FR-ADM-004",User report workflow; Investigator case queue/detail/decision; Admin registries and user management; Model/rule activation controls; Case reports and timelines,Decision requires reason and valid state; Automated result remains unchanged after decision; Duplicate case creation prevented; Investigator cannot access admin-only configuration; Last active administrator cannot be accidentally removed; Model/rule rollback produces audited version change,Not Started,Codex,
P15-T007,P15,"Fraud reporting, investigation and governance administration",P1,"Implement receipt-template registry, rule registry and thresholds with draft/active/retired version states","Implement receipt-template registry, rule registry and thresholds with draft/active/retired version states.","P05,P13","FR-CASE-001,FR-CASE-002,FR-CASE-003,FR-CASE-004,FR-CASE-005,FR-CASE-006,FR-ADM-001,FR-ADM-002,FR-ADM-003,FR-ADM-004",User report workflow; Investigator case queue/detail/decision; Admin registries and user management; Model/rule activation controls; Case reports and timelines,Decision requires reason and valid state; Automated result remains unchanged after decision; Duplicate case creation prevented; Investigator cannot access admin-only configuration; Last active administrator cannot be accidentally removed; Model/rule rollback produces audited version change,Not Started,Codex,
P15-T008,P15,"Fraud reporting, investigation and governance administration",P1,Implement model registry views and controlled activation/rollback; activation requires artefact hash and readiness check,Implement model registry views and controlled activation/rollback; activation requires artefact hash and readiness checks.,"P05,P13","FR-CASE-001,FR-CASE-002,FR-CASE-003,FR-CASE-004,FR-CASE-005,FR-CASE-006,FR-ADM-001,FR-ADM-002,FR-ADM-003,FR-ADM-004",User report workflow; Investigator case queue/detail/decision; Admin registries and user management; Model/rule activation controls; Case reports and timelines,Decision requires reason and valid state; Automated result remains unchanged after decision; Duplicate case creation prevented; Investigator cannot access admin-only configuration; Last active administrator cannot be accidentally removed; Model/rule rollback produces audited version change,Not Started,Codex,
P15-T009,P15,"Fraud reporting, investigation and governance administration",P1,Implement reference-import administration from P08,Implement reference-import administration from P08.,"P05,P13","FR-CASE-001,FR-CASE-002,FR-CASE-003,FR-CASE-004,FR-CASE-005,FR-CASE-006,FR-ADM-001,FR-ADM-002,FR-ADM-003,FR-ADM-004",User report workflow; Investigator case queue/detail/decision; Admin registries and user management; Model/rule activation controls; Case reports and timelines,Decision requires reason and valid state; Automated result remains unchanged after decision; Duplicate case creation prevented; Investigator cannot access admin-only configuration; Last active administrator cannot be accidentally removed; Model/rule rollback produces audited version change,Not Started,Codex,
P15-T010,P15,"Fraud reporting, investigation and governance administration",P1,Implement case report generation and audit timeline,Implement case report generation and audit timeline.,"P05,P13","FR-CASE-001,FR-CASE-002,FR-CASE-003,FR-CASE-004,FR-CASE-005,FR-CASE-006,FR-ADM-001,FR-ADM-002,FR-ADM-003,FR-ADM-004",User report workflow; Investigator case queue/detail/decision; Admin registries and user management; Model/rule activation controls; Case reports and timelines,Decision requires reason and valid state; Automated result remains unchanged after decision; Duplicate case creation prevented; Investigator cannot access admin-only configuration; Last active administrator cannot be accidentally removed; Model/rule rollback produces audited version change,Not Started,Codex,
P15-T011,P15,"Fraud reporting, investigation and governance administration",P1,Apply field masking according to role and purpose,Apply field masking according to role and purpose.,"P05,P13","FR-CASE-001,FR-CASE-002,FR-CASE-003,FR-CASE-004,FR-CASE-005,FR-CASE-006,FR-ADM-001,FR-ADM-002,FR-ADM-003,FR-ADM-004",User report workflow; Investigator case queue/detail/decision; Admin registries and user management; Model/rule activation controls; Case reports and timelines,Decision requires reason and valid state; Automated result remains unchanged after decision; Duplicate case creation prevented; Investigator cannot access admin-only configuration; Last active administrator cannot be accidentally removed; Model/rule rollback produces audited version change,Not Started,Codex,
P16-T001,P16,"Operational dashboard, analytics, audit and system status",P1,"Implement dashboard aggregates: total analyses, processing states, risk-class counts, verification counts, cases by stat","Implement dashboard aggregates: total analyses, processing states, risk-class counts, verification counts, cases by status, average latency and model availability.","P05,P13,P15","FR-ADM-005,FR-ADM-006,FR-ADM-007,FR-AUD-001,FR-AUD-002,FR-AUD-004,NFR-PERF-003",Admin dashboard; Operational search and exports; Audit-log UI; System status UI; Analytics tests,Aggregate values match seeded ground truth; Date/provider filters correct; Export limits and role permissions enforced; Dashboard avoids unbounded queries; Sensitive values masked in logs/UI; Status correctly reports unavailable dependencies,Not Started,Codex,
P16-T002,P16,"Operational dashboard, analytics, audit and system status",P1,Implement date/provider filters and safe trend charts,Implement date/provider filters and safe trend charts.,"P05,P13,P15","FR-ADM-005,FR-ADM-006,FR-ADM-007,FR-AUD-001,FR-AUD-002,FR-AUD-004,NFR-PERF-003",Admin dashboard; Operational search and exports; Audit-log UI; System status UI; Analytics tests,Aggregate values match seeded ground truth; Date/provider filters correct; Export limits and role permissions enforced; Dashboard avoids unbounded queries; Sensitive values masked in logs/UI; Status correctly reports unavailable dependencies,Not Started,Codex,
P16-T003,P16,"Operational dashboard, analytics, audit and system status",P1,Implement transaction search/list for authorised staff with masked values and role-limited detail,Implement transaction search/list for authorised staff with masked values and role-limited detail.,"P05,P13,P15","FR-ADM-005,FR-ADM-006,FR-ADM-007,FR-AUD-001,FR-AUD-002,FR-AUD-004,NFR-PERF-003",Admin dashboard; Operational search and exports; Audit-log UI; System status UI; Analytics tests,Aggregate values match seeded ground truth; Date/provider filters correct; Export limits and role permissions enforced; Dashboard avoids unbounded queries; Sensitive values masked in logs/UI; Status correctly reports unavailable dependencies,Not Started,Codex,
P16-T004,P16,"Operational dashboard, analytics, audit and system status",P1,"Implement audit-log search by actor, action, target, date and request ID; full sensitive payloads must not be logged","Implement audit-log search by actor, action, target, date and request ID; full sensitive payloads must not be logged.","P05,P13,P15","FR-ADM-005,FR-ADM-006,FR-ADM-007,FR-AUD-001,FR-AUD-002,FR-AUD-004,NFR-PERF-003",Admin dashboard; Operational search and exports; Audit-log UI; System status UI; Analytics tests,Aggregate values match seeded ground truth; Date/provider filters correct; Export limits and role permissions enforced; Dashboard avoids unbounded queries; Sensitive values masked in logs/UI; Status correctly reports unavailable dependencies,Not Started,Codex,
P16-T005,P16,"Operational dashboard, analytics, audit and system status",P1,"Implement system-status page for database, storage, Tesseract, active models and optional notification adapters","Implement system-status page for database, storage, Tesseract, active models and optional notification adapters.","P05,P13,P15","FR-ADM-005,FR-ADM-006,FR-ADM-007,FR-AUD-001,FR-AUD-002,FR-AUD-004,NFR-PERF-003",Admin dashboard; Operational search and exports; Audit-log UI; System status UI; Analytics tests,Aggregate values match seeded ground truth; Date/provider filters correct; Export limits and role permissions enforced; Dashboard avoids unbounded queries; Sensitive values masked in logs/UI; Status correctly reports unavailable dependencies,Not Started,Codex,
P16-T006,P16,"Operational dashboard, analytics, audit and system status",P1,"Implement operational reports/export with row limits, authorisation and audit","Implement operational reports/export with row limits, authorisation and audit.","P05,P13,P15","FR-ADM-005,FR-ADM-006,FR-ADM-007,FR-AUD-001,FR-AUD-002,FR-AUD-004,NFR-PERF-003",Admin dashboard; Operational search and exports; Audit-log UI; System status UI; Analytics tests,Aggregate values match seeded ground truth; Date/provider filters correct; Export limits and role permissions enforced; Dashboard avoids unbounded queries; Sensitive values masked in logs/UI; Status correctly reports unavailable dependencies,Not Started,Codex,
